,Drug,ECFP_PCA
782,DB03213,"[0.682823275843081, -0.6261217340910089, -0.49551303295105575, 0.7954520032856667, -0.2353963157782376]"
783,DB03555,"[0.9093362696057337, 0.8065221541444357, -0.8208242582564178, -0.36961750238364494, 0.34675167574562993]"
784,DB03136,"[0.21877192032436035, -1.0336845530181493, -0.9186669053374668, -0.1723173283524882, -0.3008779080150016]"
785,DB07229,"[1.048850841310322, -0.21971155593497432, -0.4919376536769137, 0.09324184047277333, 0.4094102308535125]"
786,DB03016,"[0.8098636202246023, -0.6818536623193697, -1.3636247285787992, 0.8584207289072393, -0.3656411544485561]"
787,DB04410,"[0.402720413632531, -1.4494316328900334, -0.11766663306038093, 0.1309383868497337, -1.346997697458132]"
788,DB01737,"[1.2160604948763916, -0.49488722393851053, 1.04957141976861, 0.8719284068492542, 1.0690832610761993]"
789,DB02084,"[1.4061998364679116, -0.3273924267037296, 0.20478734497191894, 1.027422363969566, 0.7130535171231395]"
790,DB07491,"[-0.8880205736144025, -1.147486024169289, 0.3119101749143123, -0.22061130234158746, -0.4085366280814113]"
791,DB02464,"[0.3876972156548568, -1.4525916487468185, -0.31901229938303427, 0.10863218265690722, -1.3065165687479667]"
792,DB06845,"[0.7438187721586176, 1.2056763876311913, 1.275696062229293, 0.016253993525289993, -0.8904080483336427]"
793,DB03643,"[0.8433776371519404, -0.8031771314398146, -1.3112415247721274, 0.35525497891056096, -0.5906907407163842]"
794,DB01771,"[0.794561273965958, 0.4255408999162084, -1.038360197773105, -0.542818715707942, -0.16162142335905125]"
795,DB01876,"[0.6533510461010227, -0.6439418969234242, -0.5644811939611856, 0.7872884759733166, -0.21439012570321023]"
796,DB06850,"[0.753230360487615, 1.2278763645334692, 1.2807838976025792, 0.0016659995728613756, -0.9070536626399622]"
797,DB02354,"[1.6055247746762569, -0.08300934307399133, -0.6870423367491784, 0.7850880251301279, -0.09389502927888477]"
798,DB02081,"[-0.08285268236723112, 0.12649009383986395, 0.3080542810272264, -0.7293805134914982, -0.7419980364693689]"
799,DB04008,"[0.07116842782199412, -0.8124846561942416, -0.7660572966017872, 0.4433410870158782, 0.04834727656241321]"
800,DB08763,"[0.702481084835424, -0.6897829886090816, 1.4855394386561607, 1.0415239186509406, -0.4267738864284743]"
801,DB04311,"[0.39626136525501726, -1.468800624311539, -0.12899404488983934, 0.1509150341234427, -1.3517539319726888]"
802,DB03337,"[0.8357671664704416, -0.9036499468432669, 0.5555944804704777, 0.7658772413817472, 0.382610564873357]"
803,DB02063,"[0.9787366379697936, -0.7912412128012436, 0.06570071499826917, 1.0618162581261859, -0.29655163677546087]"
804,DB03417,"[-0.5145720901813994, -0.2786172171796086, 1.8596114866689881, 0.3278897162315843, -0.3759256265921878]"
805,DB02435,"[-1.2556251076691436, -0.47068457669370956, -0.2730715984000467, -1.1740048550933004, -0.9096048872782496]"
806,DB02045,"[-1.4273338470406005, -1.5409747104768763, -0.0791474147266489, -0.18632136433239388, -0.07175776052698969]"
807,DB04424,"[1.2503341247882804, -0.5141040642100083, 1.1872104089271733, 1.0409563257238867, 0.8578778847734002]"
808,DB02665,"[-0.028990097175561676, -0.5636237856120678, -0.6650276305610751, -0.7303876485035877, -1.3220011696568392]"
809,DB03865,"[1.1170681139221035, -0.9458115402175985, -1.067246643334085, 0.2210820113330508, -0.6735914178688007]"
810,DB04563,"[0.6774535685905108, -0.46573917625803796, -0.15171098283913412, 0.20694233783830104, 0.17389378617825582]"
811,DB07095,"[0.8865425671834937, 1.085464132919622, 1.5363449963168185, -0.28319563825924465, -0.5590766987850888]"
812,DB01665,"[0.03050251534489136, -0.8453531411399312, -1.1112092961766922, -0.0657115015654399, -1.0307089173439128]"
813,DB04269,"[1.4336318079004409, 1.1708454006812825, 1.1638456875807799, -0.6276173963847789, -1.762001841445137]"
814,DB03173,"[0.7418464814466217, 0.3863797005450293, -0.7132725155093993, -0.49506921537126514, -0.12989624484323237]"
815,DB04301,"[0.6390028082958906, -0.7284519012858524, -0.9284561018373101, 0.5996797925876817, -0.43884058220163985]"
816,DB06840,"[-1.3400669348146579, -1.1849655458903385, 0.4380737492857671, 0.15047480498723803, 0.022653486635813416]"
818,DB03976,"[-1.5562991351304447, -1.059407981014917, 0.30530601702285337, 0.09086581863562102, 0.4216401080176708]"
819,DB04107,"[1.4252625389013962, 1.0511921538418425, -0.3316146359123881, 0.7015644597745435, 0.7196871069799147]"
820,DB03374,"[-0.44898209758635127, -1.1445975476274657, 1.2418782486522857, 0.5650657923661315, 0.04477613466198378]"
821,DB04793,"[0.3830397061788347, 0.1617336242514752, -0.3414435417784344, -0.07660410859810064, 0.37866363341911297]"
822,DB01996,"[0.12719349536898275, -1.0492165366807131, -1.4014061365069703, -0.17763827092967635, -0.22658423888689558]"
823,DB03033,"[-0.2204630933606106, -0.7999184830570171, -0.8263708260421069, -0.26293541102873697, 1.2218980593654787]"
824,DB07390,"[1.455163902555645, -0.8157324032953135, 1.0253145866189481, 0.946065792058073, -0.5741238628758902]"
825,DB07987,"[1.1239520905494715, -0.7057167452561806, 0.8442197666886344, 1.0934793620813288, -0.5797856462828271]"
826,DB02367,"[-0.02669301873294108, 0.8019442777696919, 0.9160993167386845, 0.2548249861325313, 1.0428225613722972]"
827,DB07988,"[-0.14381917339918968, -0.8184584373231094, 0.803096927010346, 0.662425043594104, 0.5170923361872379]"
828,DB07986,"[0.6933307879859179, 0.36734508871509947, 0.6160089903402653, -0.589196221230607, -0.9463368199840124]"
829,DB01877,"[0.2852034276098893, 0.75816572843273, 0.41228365252286797, -0.2114271200595163, 1.1980923303314726]"
830,DB08029,"[0.6459806840799286, -1.179499228942816, 0.4150746245558738, 0.24311505497334968, -0.3508216126891261]"
831,DB08507,"[0.7657462325242786, -0.7644220361436244, 1.3942992434348673, 0.7364557137057072, -0.24697270414291506]"
832,DB02449,"[1.2835846463309433, 0.5991452793639168, 1.0875247848784695, -0.23032257058116062, -1.050214763707023]"
833,DB08643,"[1.0790566658816472, -0.5868576806399252, 1.806603572414745, 1.067738442551286, 0.1705183489701084]"
834,DB03368,"[0.2389887171698176, -0.7102314258238814, -0.45161939195766876, -0.8867386154379114, -0.004516738010099631]"
835,DB02350,"[0.43757925159794353, 0.8816324449593892, 0.1636549709485563, -0.9158740656864277, 1.4369090575675538]"
836,DB04416,"[0.3614358489387998, -0.6997068225614991, 0.5889601391431192, 0.4955692438003762, 1.6110221342208813]"
837,DB04232,"[1.2758827832503385, 0.7876912572717725, 1.2218076040043395, 0.17542385976952418, 0.3189032186615284]"
838,DB00786,"[-0.7248524743085025, -1.1170116410453401, 1.4352049625653889, 0.27948333198209574, 0.5743790097808208]"
839,DB02697,"[-1.0279032389768834, -1.2547351537539582, 0.926602555023137, 0.2645064530427005, 0.26490980494444744]"
840,DB04140,"[1.236575826584402, 0.6420876252375937, 0.7568596379937269, -0.42302937573866584, 0.5626870404458911]"
841,DB02090,"[-0.21755870781642858, 1.3255044936042133, 1.8406263011427655, -0.7556531128038028, 0.10212941621776168]"
842,DB08271,"[0.19893845423713594, -0.6175361620287283, 0.5606355833574213, 0.3362571684871037, 1.9132778167947746]"
843,DB08030,"[-0.14540834273485334, -0.5580409779718241, 0.043804957250074855, 0.5273158581322065, 1.0190693554448846]"
844,DB04800,"[1.0935133927496357, -0.5217129292849776, -0.4728085507390447, 0.4244802382762041, -0.42537351290001085]"
845,DB01820,"[1.2007422753907941, -0.7076177870660306, 2.0449809762717326, 0.3485616925588352, 0.10334496047668186]"
846,DB03982,"[0.7890073158929599, -0.9351304584737492, 0.13039012718647477, -0.11921194128977575, -0.45117326933581386]"
847,DB03670,"[-0.12040441808646228, -0.6259567342780363, 0.42338952508274696, -0.6519388069816793, -0.3214289167564815]"
848,DB04001,"[0.49972346354545216, -0.8050438602412582, -0.1587111544737975, 0.07055496576662132, 0.19178638437122192]"
849,DB07730,"[0.24515418550838836, -0.818280408498604, -0.8942164958562422, -0.46607760949003335, -0.34685730869655296]"
850,DB07298,"[0.5478228143359614, -0.48447170689848695, -0.17247236411682704, 0.734792298510115, -0.09507239636130439]"
851,DB04525,"[1.592580999942686, -0.4441709526938559, 2.487433373509581, 1.2309936610592722, 0.43316055065983544]"
852,DB08549,"[1.1495312700904856, 0.6632174946794973, 1.0983745993752079, 0.18231154308768305, -0.10535723195232606]"
853,DB06829,"[0.9332033016508435, 0.6296277201276543, 0.4838283279864346, -0.035540237540943216, 0.041965915563322596]"
854,DB08591,"[1.0294112610007449, -0.007100892945954257, -0.6907735594896017, -0.7269126344172958, 0.13326089705882244]"
855,DB08003,"[1.382314329633486, 0.14425467507089232, 2.072488771425724, 0.035579766662068725, -0.8650695053642072]"
856,DB02615,"[0.6110631787693223, 1.021717043633399, -0.10528949303943944, -0.7620259916844906, 0.4799517044139359]"
857,DB02784,"[0.7927295879739437, -0.661355939018787, 1.7249311529391176, 1.0082076591671045, 0.6949949263982614]"
858,DB03311,"[0.659184822735782, -0.1566843218318945, -0.5977945458193586, 0.699039305644213, 1.5916535598364725]"
859,DB07130,"[0.6152409332860755, -0.8073833226442649, 0.2798758694176812, 0.3489230543722657, -0.28060429193833614]"
860,DB02977,"[1.2646311738557015, -0.4163991533892394, 1.727695129238154, 1.0919319747540268, 0.7705671769330656]"
861,DB04142,"[0.0026701154879149977, -0.5754051628292746, -0.3121741457290654, 0.03789940794902696, 1.3331684683591956]"
862,DB01734,"[1.0189640504180297, -0.919151003231524, -0.04296409339773435, 0.11246393899359546, -0.06480509044561064]"
863,DB07651,"[1.0676111390547078, -0.6265944870449757, 2.0108139232474054, 1.241683899621746, -0.5809464691463324]"
864,DB02827,"[0.8276796155414768, 0.7013228785866042, 0.14150983064371503, 0.13319796269551004, -0.44089147804632933]"
865,DB03154,"[0.017594205097030077, -0.8896643172904238, -0.6480040387491982, 0.2047593854882589, -0.17287908580574024]"
866,DB08147,"[0.9455101617890401, -0.8263342478997828, 0.3936682064090541, 0.3510391379658165, -0.36302998957621]"
867,DB08371,"[0.41504812544235037, -1.2143087569424051, 1.3061904727485678, 0.9057252217253076, -0.9518840132879814]"
868,DB03661,"[-1.3746900729750307, -1.5346803195444878, 1.019696226282236, 0.588804086360111, -0.43204464129911946]"
869,DB03102,"[-0.28814229246733714, -0.5371497239410978, 0.46047846422316524, -0.5747499283857781, -0.26125064792126573]"
870,DB03483,"[1.1679479527365142, -0.4717307546180475, 2.0607184759059622, 1.4979824434892377, -1.078660192601075]"
871,DB08593,"[0.34947962108938313, -0.5437351491259689, -0.6775094422399961, -0.8374226811552822, -1.4359671950541482]"
872,DB07480,"[-0.5742822740605492, -0.7432272743074226, -0.1721942185492362, 0.4098335120270788, 0.37219985375315534]"
873,DB02420,"[0.28896593215771166, -1.1306138400171941, 0.6125931361111682, 0.5842513730462942, -0.14761562106547618]"
875,DB07263,"[0.8285549024751919, -0.9059364770612393, 0.7951901603325523, 0.5337948360993473, -0.3310534470822538]"
876,DB02072,"[-0.1582989119169597, -0.7511775513501567, 0.493041307902466, -0.56171176590594, -0.2336545814537269]"
877,DB06887,"[0.23688378200773427, 0.717628206655086, 0.2734793987602628, -0.28955342371910103, 0.9095336679831522]"
878,DB02014,"[1.028140542521701, 0.17062292242461144, -0.15883450150748846, 0.4011191993051889, 1.1871338105592648]"
879,DB02662,"[0.33204180388276333, -0.9997536880674244, 0.12267102779908, -0.12729990430021587, 0.20089043458296652]"
880,DB02436,"[1.0520151662457635, -0.8724148358179981, 2.3018978339131215, 1.0336937448610757, 0.2507412386887574]"
881,DB07289,"[1.5045965557823593, -0.5458732439484724, 0.434582047784587, 0.7592459387270768, 0.05951549602431943]"
882,DB07197,"[0.09859012088570458, -0.7394151578239097, 0.11549499012378558, 0.20521861077615192, 0.23457208045236194]"
883,DB07295,"[1.0860891111197004, -0.8198761606768835, 0.002145042109103068, -0.17185052635210693, -0.148070636383353]"
884,DB08783,"[0.24536527890861262, -0.33594368772819116, 1.4060626439487536, 0.256553081631946, 0.7598662780892401]"
885,DB04204,"[-0.2818110289571333, -0.8774846497203874, 0.0014085351308983029, 0.3656453789145016, -0.5109024306868224]"
886,DB04088,"[1.6229397969030253, -0.18584560504638592, 2.0798372829500407, 0.9835733204828881, 0.7518495407200564]"
887,DB01133,"[-0.4595791841929246, -0.9405600991620149, -0.5378112039822797, 0.0798339096979127, -0.1721593744952595]"
888,DB04285,"[0.6640086001588636, -0.11828021897698887, -0.31685739672463054, 0.9223677170367176, -1.0587500393742755]"
889,DB03714,"[0.9888071329032138, -0.1925662916913411, 1.3600096545602964, 1.0280340412095765, -0.31108063098902194]"
890,DB02651,"[0.8157060413917533, -0.16136160105178088, -0.5826938801901375, 0.6853795506526298, -0.708447607637513]"
891,DB08001,"[0.7488739928563313, 0.14658622571330818, 0.2950455194567447, 0.26259714122083877, 1.1393606353734955]"
892,DB02620,"[-0.212472232692634, 0.7490822965260802, 0.8502792499433923, 0.08744604631992872, -0.008103712840978747]"
893,DB03557,"[0.9129859370151201, -0.46224466607251696, 2.421312402603555, 1.681842042970345, 0.13800411815771124]"
894,DB02259,"[0.38739206689610667, -0.46335512126255407, -0.031826984315193985, 0.4619463930335652, 1.4727725540922696]"
895,DB08397,"[0.5694123117579002, -0.48802739434435005, 0.027620147479221122, 0.02503483638755801, -0.07091467006953744]"
896,DB07719,"[0.23688378200773427, 0.717628206655086, 0.2734793987602628, -0.28955342371910103, 0.9095336679831522]"
897,DB07134,"[0.869361115215462, -0.4921483576434057, -0.7839534288379628, -0.7328785513356837, -1.3916014037944773]"
898,DB02622,"[0.6146688348468966, -1.0143559444717865, 0.22584510606402422, 0.015543525834839386, -0.5604945280176161]"
899,DB00163,"[-1.2549052158035756, -0.11571215239096667, 0.2580078557902801, -0.8506746622778352, 0.26678215875042893]"
900,DB00143,"[-0.6954643162822232, -1.25047893886177, 2.225347848899672, 1.1966194517864055, -0.4171717631451202]"
901,DB00197,"[-0.1483992301814483, 1.0956190687497416, -0.33369418797575023, -0.8460251241509115, 0.9184467492450014]"
902,DB00564,"[0.16915633866348193, -0.4470712507654028, -0.10725544756704383, -0.020770761891311055, -0.9483677289303764]"
903,DB00421,"[-1.0649289062941771, 1.1732519636167789, 0.4202437645275209, -2.2795602980971736, 0.459177453546755]"
904,DB01039,"[0.059548999637853636, -0.6858296503472652, 0.10704865906016257, 0.17266708915061058, 1.2157466073571095]"
905,DB00946,"[0.1860124609074731, -0.7614765055761322, 0.326688160681111, -0.20578210533144278, -0.5356480344408325]"
906,DB06712,"[0.4196178536359907, 0.09496592051187856, 0.2928344172692626, -0.14862540631011023, 1.2303599858561742]"
907,DB00682,"[0.3076425017434489, -0.6995788197465165, 0.5506418813236493, -0.11732554260806319, -0.2053972908819696]"
908,DB00347,"[-1.134084479814267, -0.43024068384839254, -0.7406667817744533, -1.138736586577368, -0.223229835608225]"
909,DB00764,"[-1.2754544192198842, 1.1715841263124733, 0.4697280587689406, -1.988389045659421, 0.3794966349247613]"
910,DB00755,"[-0.919964947581633, -0.3851723509368976, 0.563963085723795, -1.276108355977571, 0.4422542874298939]"
911,DB00451,"[-0.28448416655660597, -0.9061567415351762, 1.3944594575112756, 0.7068387692390669, 0.5991082246429588]"
912,DB09054,"[0.970606455128354, 0.19306087384287046, -0.4331087138216153, 1.0850530292613232, -0.8524068668934692]"
913,DB11362,"[1.0825653420992478, -0.1997620118709397, 0.7431546680327474, 1.062887850379776, 0.3811296788946187]"
914,DB01229,"[0.4569005477629145, 1.4052519543493398, 1.1313806838206288, -0.33543997330364494, 0.6603408600792604]"
915,DB01261,"[0.23720939724221934, 0.07753109865337969, 0.5580236483454991, 0.1425815131017111, -0.45147040206554556]"
916,DB00252,"[0.042997483509049736, -1.1024563986815532, -0.546771562118348, -0.823681732028782, -0.9866463752017032]"
917,DB00916,"[-0.5446104332483803, -0.43058852233363665, -0.7406788008392298, 0.1444275383682412, 0.045967091753935416]"
919,DB00446,"[-0.14903812596320504, -0.9928797135506225, 0.611488198173455, 0.23648210191055605, 0.17927496211649693]"
920,DB00481,"[0.8173672979452985, 0.483302906731048, -0.2670287408089635, -0.24588768807642242, 0.6159168306151341]"
921,DB00938,"[0.9645287632453419, -0.8230988530812731, 0.7537244296196413, 0.42399559007780857, -0.3228641631723374]"
922,DB06772,"[0.8447729714076778, 1.3476348909469882, 1.2210628759267677, -0.5351770502905859, 1.0561448893011653]"
923,DB03796,"[-1.3604377353378387, -1.565057139830124, 1.1760637735314567, -0.14716868246940948, 0.225445412096787]"
924,DB04216,"[-0.5445502825813396, -0.5109583219691315, -0.9463849994611733, -0.7268393540541073, 0.05130676536623026]"
925,DB08860,"[1.1006186570599434, 0.12617702672731307, 0.4011296900286254, -0.08058605382261871, -0.531903230009964]"
926,DB01007,"[0.40467378625777944, -0.028601943256366266, -1.3074158821780382, 0.3286525477846386, -0.008067939234434038]"
927,DB00799,"[0.13544814980595996, 0.3139271214149135, -0.20184507244690736, -0.21213392411561388, 1.486524361051211]"
928,DB00665,"[-0.2872008161448034, 0.017393418095373203, -1.1603579869182346, -0.78030069050481, 0.19917259563970532]"
929,DB00617,"[-1.0513074941255804, -0.3895123485784605, -0.43719607370622915, -0.9849683693168795, -0.10269133170703498]"
930,DB01320,"[-0.14418381423631044, -0.16447796231389675, -0.25111666689840484, 0.08568398607800058, -0.9028592332662234]"
931,DB00688,"[-0.11815314212401704, 0.7057782815637309, 0.6200201338155283, -0.7369451499266712, 0.6017312142670606]"
